fecha,cre_id,precio_xml,precio_api,diferencia,subproducto
2026-09-07,PL/4442/EXP/ES/2015,26.89,26.69,-0.20,Diésel
2026-09-07,PL/4447/EXP/ES/2015,26.89,26.69,-0.20,Diésel
